2015-01-06 00:02:05.936000,2015-01-06 00:02:18.055000
2015-01-06 00:07:32.714500,2015-01-06 00:07:45.434000
2015-01-06 00:43:25.332000,2015-01-06 00:43:38.791000
2015-01-06 00:48:12.393000,2015-01-06 00:48:25.532000
2015-01-06 01:01:34.920000,2015-01-06 01:01:47.359000
2015-01-06 01:05:53.323000,2015-01-06 01:06:11.902000
2015-01-06 01:16:40.980000,2015-01-06 01:16:52.799000
2015-01-06 01:47:11.619000,2015-01-06 01:47:22.178000
2015-01-06 02:29:28.591000,2015-01-06 02:29:45.870000
2015-01-06 02:30:18.908000,2015-01-06 02:30:39.366000
2015-01-06 02:37:02.161000,2015-01-06 02:37:15.540000
2015-01-06 02:40:10.788500,2015-01-06 02:40:24.228000
2015-01-06 02:55:23.928000,2015-01-06 02:55:36.707000
2015-01-06 02:59:57.550000,2015-01-06 03:00:10.609000
2015-01-06 03:07:25.400500,2015-01-06 03:07:38.899500
2015-01-06 03:32:20.861500,2015-01-06 03:32:36.000500
2015-01-06 03:36:48.544000,2015-01-06 03:37:02.923000
2015-01-06 03:49:13.234500,2015-01-06 03:49:30.733000
2015-01-06 03:53:20.918000,2015-01-06 03:53:35.177000
2015-01-06 04:34:08.616000,2015-01-06 04:34:21.615000
2015-01-06 04:59:19.596000,2015-01-06 04:59:34.635000
2015-01-06 05:22:36.944000,2015-01-06 05:22:52.623000
2015-01-06 05:47:31.465000,2015-01-06 05:47:45.084000
2015-01-06 05:49:01.299000,2015-01-06 05:49:14.658000
2015-01-06 05:56:19.850000,2015-01-06 05:56:34.889000
2015-01-06 06:07:49.464000,2015-01-06 06:08:03.503000
2015-01-06 06:23:31.802000,2015-01-06 06:23:43.761000
2015-01-06 06:24:44.537000,2015-01-06 06:24:56.416000
2015-01-06 06:31:49.229000,2015-01-06 06:32:04.068000
2015-01-06 06:32:43.945000,2015-01-06 06:32:56.744500
2015-01-06 06:38:04.844000,2015-01-06 06:38:20.283000
2015-01-06 06:40:09.716000,2015-01-06 06:40:28.775000
2015-01-06 06:43:23.483000,2015-01-06 06:43:36.782000
