2014-11-12 01:50:57.944500,2014-11-12 01:51:11.684000
2014-11-12 01:55:49.985000,2014-11-12 01:56:01.604500
2014-11-12 02:28:43.515000,2014-11-12 02:28:54.694000
2014-11-12 02:44:34.052000,2014-11-12 02:44:45.011000
2014-11-12 02:49:46.491000,2014-11-12 02:49:57.590000
2014-11-12 02:54:37.732000,2014-11-12 02:54:48.511000
2014-11-12 03:06:22.785000,2014-11-12 03:06:34.164500
2014-11-12 03:11:39.744000,2014-11-12 03:11:50.943500
2014-11-12 03:15:01.491000,2014-11-12 03:15:14.110000
2014-11-12 03:29:37.173000,2014-11-12 03:29:51.732000
2014-11-12 04:50:13.073000,2014-11-12 04:50:26.452000
2014-11-12 05:15:07.854000,2014-11-12 05:15:20.333000
2014-11-12 05:36:22.190000,2014-11-12 05:36:33.929000
2014-11-12 05:40:36.293000,2014-11-12 05:40:47.832000
2014-11-12 05:42:00.327000,2014-11-12 05:42:18.026000
2014-11-12 05:52:12.587000,2014-11-12 05:52:23.626000
2014-11-12 05:59:03.400000,2014-11-12 05:59:15.479000
