2014-12-29 02:22:19.575000,2014-12-29 02:22:35.294000
2014-12-29 02:23:35.470000,2014-12-29 02:23:46.649000
2014-12-29 02:25:31.402000,2014-12-29 02:25:51.121000
2014-12-29 02:26:39.838000,2014-12-29 02:26:55.857000
2014-12-29 02:38:43.370500,2014-12-29 02:38:55.829500
2014-12-29 02:40:18.944000,2014-12-29 02:40:30.743500
2014-12-29 02:41:01.061500,2014-12-29 02:41:22.480000
2014-12-29 02:42:21.776000,2014-12-29 02:42:33.275500
2014-12-29 02:43:05.953000,2014-12-29 02:43:18.052500
2014-12-29 02:43:22.412000,2014-12-29 02:43:33.771500
2014-12-29 02:48:11.493000,2014-12-29 02:48:27.492000
2014-12-29 02:50:21.505000,2014-12-29 02:50:34.084000
2014-12-29 02:51:43.899000,2014-12-29 02:52:03.818000
2014-12-29 02:55:52.763000,2014-12-29 02:56:08.082000
2014-12-29 02:57:56.315000,2014-12-29 02:58:10.054000
2014-12-29 03:01:03.603000,2014-12-29 03:01:33.101000
2014-12-29 03:02:46.276000,2014-12-29 03:02:59.715000
2014-12-29 03:03:42.972000,2014-12-29 03:03:55.991500
2014-12-29 03:04:19.990000,2014-12-29 03:04:35.349000
2014-12-29 03:05:31.365000,2014-12-29 03:05:44.004500
2014-12-29 03:07:51.236000,2014-12-29 03:08:06.355000
2014-12-29 03:08:14.374500,2014-12-29 03:08:26.614000
2014-12-29 03:09:24.710000,2014-12-29 03:09:38.229000
2014-12-29 03:10:09.947000,2014-12-29 03:10:21.986000
2014-12-29 03:10:25.286000,2014-12-29 03:10:45.185000
2014-12-29 03:12:25.498000,2014-12-29 03:12:37.257500
2014-12-29 03:14:18.731000,2014-12-29 03:14:30.290000
2014-12-29 03:15:04.308000,2014-12-29 03:15:28.786000
2014-12-29 03:15:45.005000,2014-12-29 03:16:01.404000
2014-12-29 03:16:48.161000,2014-12-29 03:17:00.400000
2014-12-29 03:17:32.758000,2014-12-29 03:17:44.417000
2014-12-29 03:17:47.777000,2014-12-29 03:17:58.556500
2014-12-29 03:18:01.856000,2014-12-29 03:18:12.795500
2014-12-29 03:19:09.192000,2014-12-29 03:19:22.691000
2014-12-29 03:20:54.045000,2014-12-29 03:21:06.104000
2014-12-29 03:22:13.740000,2014-12-29 03:22:24.879000
2014-12-29 03:24:45.630000,2014-12-29 03:24:57.169000
2014-12-29 03:26:15.264000,2014-12-29 03:26:25.743000
2014-12-29 03:27:05.201000,2014-12-29 03:27:16.800000
2014-12-29 03:27:44.678000,2014-12-29 03:27:59.677000
2014-12-29 03:29:59.569000,2014-12-29 03:30:21.248000
2014-12-29 03:31:14.784000,2014-12-29 03:31:31.583000
2014-12-29 03:32:37.719000,2014-12-29 03:32:49.418000
2014-12-29 03:32:53.478000,2014-12-29 03:33:04.297000
