2015-02-19 22:48:33.552000,2015-02-19 22:48:41.551000
2015-02-19 22:50:32.904000,2015-02-19 22:50:42.143000
2015-02-19 22:51:06.402000,2015-02-19 22:51:15.021000
2015-02-19 22:51:35.780000,2015-02-19 22:51:44.819000
2015-02-19 22:52:13.557000,2015-02-19 22:52:30.776000
2015-02-19 22:53:16.613000,2015-02-19 22:53:26.732500
2015-02-19 22:55:12.525500,2015-02-19 22:55:27.584500
2015-02-19 22:55:41.583500,2015-02-19 22:55:54.922500
2015-02-19 22:56:39.120000,2015-02-19 22:56:52.319000
2015-02-19 22:57:02.958000,2015-02-19 22:57:30.936500
2015-02-19 22:57:36.796000,2015-02-19 22:57:47.015000
2015-02-19 22:59:36.328000,2015-02-19 22:59:45.347500
2015-02-19 22:59:50.027000,2015-02-19 22:59:59.126500
2015-02-19 23:01:09.902000,2015-02-19 23:01:18.701000
2015-02-19 23:01:51.719000,2015-02-19 23:02:04.738000
2015-02-19 23:03:14.333500,2015-02-19 23:03:28.272500
2015-02-19 23:03:46.091500,2015-02-19 23:03:53.751000
2015-02-19 23:04:13.330000,2015-02-19 23:04:21.389000
2015-02-19 23:04:30.748500,2015-02-19 23:04:39.528000
2015-02-19 23:05:38.404000,2015-02-19 23:05:47.643500
2015-02-19 23:06:57.339000,2015-02-19 23:07:11.478000
2015-02-19 23:07:15.797500,2015-02-19 23:07:23.837000
2015-02-19 23:07:54.795000,2015-02-19 23:08:12.754000
2015-02-19 23:08:49.351500,2015-02-19 23:08:57.991000
2015-02-19 23:09:16.689500,2015-02-19 23:09:24.389000
2015-02-19 23:09:29.029000,2015-02-19 23:09:39.008000
2015-02-19 23:09:48.647500,2015-02-19 23:09:57.527000
2015-02-19 23:10:01.587000,2015-02-19 23:10:09.886000
2015-02-19 23:11:19.081500,2015-02-19 23:11:27.721000
2015-02-19 23:12:17.158000,2015-02-19 23:12:30.917000
2015-02-19 23:12:34.896500,2015-02-19 23:12:48.335500
2015-02-19 23:13:21.073500,2015-02-19 23:13:29.573000
2015-02-19 23:13:47.812000,2015-02-19 23:13:56.911000
2015-02-19 23:14:01.391000,2015-02-19 23:14:09.750000
2015-02-19 23:14:26.609000,2015-02-19 23:14:48.088000
2015-02-19 23:15:09.486000,2015-02-19 23:15:18.306000
2015-02-19 23:15:22.445500,2015-02-19 23:15:31.605000
2015-02-19 23:15:36.164500,2015-02-19 23:15:45.304000
2015-02-19 23:17:44.736000,2015-02-19 23:17:54.075500
2015-02-19 23:18:24.793000,2015-02-19 23:18:38.212500
2015-02-19 23:19:23.149500,2015-02-19 23:19:35.169000
2015-02-19 23:19:39.628500,2015-02-19 23:19:48.708000
2015-02-19 23:20:06.347000,2015-02-19 23:20:15.446000
2015-02-19 23:21:12.102000,2015-02-19 23:21:21.462000
2015-02-19 23:21:46.400000,2015-02-19 23:21:55.519500
2015-02-19 23:22:29.417000,2015-02-19 23:22:42.356500
2015-02-19 23:23:04.935000,2015-02-19 23:23:16.694000
2015-02-19 23:23:28.713000,2015-02-19 23:23:37.633000
2015-02-19 23:23:50.132000,2015-02-19 23:24:00.011000
2015-02-19 23:24:08.550500,2015-02-19 23:24:21.670000
2015-02-19 23:24:48.888000,2015-02-19 23:24:56.987500
2015-02-19 23:25:53.584000,2015-02-19 23:26:02.323000
2015-02-19 23:26:41.420500,2015-02-19 23:26:49.320000
2015-02-19 23:27:27.797500,2015-02-19 23:27:36.697000
2015-02-19 23:27:48.896000,2015-02-19 23:27:56.595500
2015-02-19 23:28:31.453000,2015-02-19 23:28:40.952500
