2014-12-03 00:14:56.507000,2014-12-03 00:15:04.126500
2014-12-03 00:25:16.727000,2014-12-03 00:25:26.286000
2014-12-03 00:26:22.982000,2014-12-03 00:26:30.822000
2014-12-03 00:28:14.515000,2014-12-03 00:28:24.974000
2014-12-03 00:29:41.709000,2014-12-03 00:29:49.569000
2014-12-03 00:30:42.205500,2014-12-03 00:30:50.265000
2014-12-03 00:55:19.649000,2014-12-03 00:55:29.609000
2014-12-03 00:59:10.014000,2014-12-03 00:59:17.854000
2014-12-03 01:04:01.995000,2014-12-03 01:04:09.235000
2014-12-03 01:10:21.711000,2014-12-03 01:10:29.750000
2014-12-03 01:14:43.814000,2014-12-03 01:14:51.113000
2014-12-03 01:21:49.586000,2014-12-03 01:22:00.285000
2014-12-03 01:27:37.003000,2014-12-03 01:27:45.703000
2014-12-03 01:39:55.255000,2014-12-03 01:40:07.874500
2014-12-03 01:41:20.110000,2014-12-03 01:41:28.329000
2014-12-03 01:43:17.282000,2014-12-03 01:43:28.321500
2014-12-03 01:49:07.639000,2014-12-03 01:49:15.539000
2014-12-03 02:35:53.337000,2014-12-03 02:36:00.696000
2014-12-03 02:40:53.497000,2014-12-03 02:41:01.217000
2014-12-03 02:52:43.451000,2014-12-03 02:52:51.711000
2014-12-03 03:02:11.654000,2014-12-03 03:02:20.154000
2014-12-03 06:57:03.217500,2014-12-03 06:57:12.617000
